,日期,黄金收益率%
159,2016/4/30,4.8889249229771226
160,2016/5/31,-6.098786427
161,2016/6/30,8.947974975304573
162,2016/7/31,2.024933887419711
163,2016/8/31,-3.21410057
164,2016/9/30,0.6963042313872458
165,2016/10/31,-3.267477204
166,2016/11/30,-7.93401414
167,2016/12/31,-1.757679181
168,2017/1/31,5.02866076081292
169,2017/2/28,3.150582981890371
170,2017/3/31,0
171,2017/4/30,1.5873015873015817
172,2017/5/31,0.05523989898990056
173,2017/6/30,-2.208376055
174,2017/7/31,2.3147027986127666
175,2017/8/31,4.217247359293719
176,2017/9/30,-3.033053476
177,2017/10/31,-1.076443058
178,2017/11/30,0.480996688219526
179,2017/12/31,2.212979675115756
180,2018/1/31,3.2168905950096027
181,2018/2/28,-1.956263017
182,2018/3/31,0.5234807677718001
183,2018/4/30,-0.883018868
184,2018/5/31,-1.165004188
185,2018/6/30,-3.590138675
186,2018/7/31,-2.261467157
187,2018/8/31,-1.855939825
188,2018/9/30,-0.824725092
189,2018/10/31,2.150356992860125
190,2018/11/30,0.4933804785790752
191,2018/12/31,5.122330414859677
192,2019/1/31,2.732155367011746
193,2019/2/28,-0.386422185
194,2019/3/31,-1.817905226
195,2019/4/30,-0.418345212
196,2019/5/31,1.5637155749183007
197,2019/6/30,8.012255840674065
198,2019/7/31,0.22693425998157046
199,2019/8/31,7.76197551829052
200,2019/9/30,-3.342087984
201,2019/10/31,2.696827661164325
202,2019/11/30,-3.247784098
203,2019/12/31,3.7054761741984077
204,2020/1/31,4.720152943503186
205,2020/2/29,-0.396600567
206,2020/3/31,-0.322335988
207,2020/4/30,7.038234734639537
208,2020/5/31,2.5768615603340983
209,2020/6/30,3.4361284361284383
210,2020/7/31,10.172519680643187
211,2020/8/31,-0.349668069
212,2020/9/30,-4.215825875
213,2020/10/31,-0.366339262
214,2020/11/30,-5.430033038
215,2020/12/31,6.649011100467694
216,2021/1/31,-2.472658107
217,2021/2/28,-6.376293407
218,2021/3/31,-1.249855341
219,2021/4/30,3.4630258994492014
220,2021/5/31,7.8155972135696805
221,2021/6/30,-7.086200557
222,2021/7/31,2.4706015377657264
223,2021/8/31,-0.397241379
224,2021/9/30,-2.775162023
225,2021/10/31,1.6978122151321662
226,2021/11/30,-0.655462185
227,2021/12/31,3.06772683697063
228,2022/1/31,-1.597636374
229,2022/2/28,6.221851542952472
230,2022/3/31,1.1725293132328174
231,2022/4/30,-1.386589404
232,2022/5/31,-3.788037775
233,2022/6/30,-1.259679354
234,2022/7/31,-2.57911305
235,2022/8/31,-3.004535147
236,2022/9/30,-2.951490357
237,2022/10/31,-1.391147245
238,2022/11/30,7.976059606693542
239,2022/12/31,3.071266968325781
240,2023/1/31,5.8223124622729605
241,2023/2/28,-5.273802116
242,2023/3/31,7.833798653309243
243,2023/4/30,1.025484820793987
244,2023/5/31,-1.366834171
245,2023/6/30,-2.695129407
246,2023/7/31,2.916383056704519
247,2023/8/31,-1.383801384
248,2023/9/30,-4.710070161
249,2023/10/31,7.395376536191867
250,2023/11/30,2.707062559862883
